username;transaction_date;transaction_value;transaction_description,transaction_type,local_type
SALES-NAME:SALXIEZF6;2022-12-20T23:36:36;40.04;NEW SALE;C;1
SALES-NAME:SALEJH8VU;2022-12-20T23:36:36;45.71;NEW SALE;C;1
SALES-NAME:SALAZ2QVF;2022-12-20T23:36:36;87.05;NEW SALE;C;1
SALES-NAME:SALDJVVSN;2022-12-20T23:36:36;89.25;NEW SALE;C;1
SALES-NAME:SALZE306U;2022-12-20T23:36:36;68.19;NEW SALE;C;1
SALES-NAME:SAL17ISX5;2022-12-20T23:36:36;44.59;NEW SALE;C;1
SALES-NAME:SALAMBD33;2022-12-20T23:36:36;60.45;NEW SALE;C;1
SALES-NAME:SALUA9WGP;2022-12-20T23:36:36;96.56;NEW SALE;C;1
SALES-NAME:SALQR7N4R;2022-12-20T23:36:36;44.35;NEW SALE;C;1
SALES-NAME:SALP4B1A2;2022-12-20T23:36:36;77.89;NEW SALE;C;1
SALES-NAME:SAL622G6L;2022-12-20T23:36:36;27.85;NEW SALE;C;1
SALES-NAME:SAL1ZVY2N;2022-12-20T23:36:36;87.36;NEW SALE;C;1
SALES-NAME:SALZJJ66Q;2022-12-20T23:36:36;81.33;NEW SALE;C;1
SALES-NAME:SAL2T8XBR;2022-12-20T23:36:36;9.21;NEW SALE;C;1
SALES-NAME:SALHZKPPY;2022-12-20T23:36:36;15.97;NEW SALE;C;1
SALES-NAME:SALTNUQNB;2022-12-20T23:36:36;80.46;NEW SALE;C;1
SALES-NAME:SALSMELG8;2022-12-20T23:36:36;46.97;NEW SALE;C;1
SALES-NAME:SAL94NEDI;2022-12-20T23:36:36;53.56;NEW SALE;C;1
SALES-NAME:SALS3BS0L;2022-12-20T23:36:36;92.30;NEW SALE;C;1
SALES-NAME:SALUAI9LM;2022-12-20T23:36:36;67.79;NEW SALE;C;1
SALES-NAME:SAL4TT97F;2022-12-20T23:36:36;85.63;NEW SALE;C;1
SALES-NAME:SALMTRQF4;2022-12-20T23:36:36;62.69;NEW SALE;C;1
SALES-NAME:SAL7NJASY;2022-12-20T23:36:36;86.17;NEW SALE;C;1
SALES-NAME:SALHMDNXB;2022-12-20T23:36:36;74.94;NEW SALE;C;1
SALES-NAME:SALWCMPCZ;2022-12-20T23:36:36;27.52;NEW SALE;C;1
SALES-NAME:SALEC6EXL;2022-12-20T23:36:36;44.78;NEW SALE;C;1
SALES-NAME:SALUOB0RC;2022-12-20T23:36:36;23.14;NEW SALE;C;1
SALES-NAME:SALR5YJZU;2022-12-20T23:36:36;7.20;NEW SALE;C;1
SALES-NAME:SAL9XVQ6H;2022-12-20T23:36:36;92.08;NEW SALE;C;1
SALES-NAME:SALXYV53L;2022-12-20T23:36:36;83.03;NEW SALE;C;1
SALES-NAME:SALMLU7WP;2022-12-20T23:36:36;96.72;NEW SALE;C;1
SALES-NAME:SALBY8C6I;2022-12-20T23:36:36;73.85;NEW SALE;C;1
SALES-NAME:SALEPU8VY;2022-12-20T23:36:36;34.61;NEW SALE;C;1
SALES-NAME:SALHQQXGL;2022-12-20T23:36:36;59.86;NEW SALE;C;1
SALES-NAME:SALVTLHPD;2022-12-20T23:36:36;64.75;NEW SALE;C;1
SALES-NAME:SALL7IDPK;2022-12-20T23:36:36;93.38;NEW SALE;C;1
SALES-NAME:SALH8KF10;2022-12-20T23:36:36;5.49;NEW SALE;C;1
SALES-NAME:SALI19295;2022-12-20T23:36:36;80.65;NEW SALE;C;1
SALES-NAME:SAL85OV51;2022-12-20T23:36:36;27.44;NEW SALE;C;1
SALES-NAME:SAL77VHJH;2022-12-20T23:36:36;96.74;NEW SALE;C;1
SALES-NAME:SALYBZPMG;2022-12-20T23:36:36;6.17;NEW SALE;C;1
SALES-NAME:SALBOFW73;2022-12-20T23:36:36;60.61;NEW SALE;C;1
SALES-NAME:SAL4U9L6B;2022-12-20T23:36:36;37.83;NEW SALE;C;1
SALES-NAME:SALEX6H6E;2022-12-20T23:36:36;47.01;NEW SALE;C;1
SALES-NAME:SALXEOLYP;2022-12-20T23:36:36;58.38;NEW SALE;C;1
SALES-NAME:SALYFB8IE;2022-12-20T23:36:36;39.14;NEW SALE;C;1
SALES-NAME:SAL4YOZKU;2022-12-20T23:36:36;50.03;NEW SALE;C;1
SALES-NAME:SALQNJI7T;2022-12-20T23:36:36;11.82;NEW SALE;C;1
SALES-NAME:SAL3PUEK1;2022-12-20T23:36:36;24.95;NEW SALE;C;1
SALES-NAME:SALSVY0RB;2022-12-20T23:36:36;14.70;NEW SALE;C;1
SALES-NAME:SALSKKG1B;2022-12-20T23:36:36;65.48;NEW SALE;C;1
SALES-NAME:SALT3VDTL;2022-12-20T23:36:36;47.17;NEW SALE;C;1
SALES-NAME:SALE9VZG7;2022-12-20T23:36:36;23.96;NEW SALE;C;1
SALES-NAME:SAL6WG1CS;2022-12-20T23:36:36;61.46;NEW SALE;C;1
SALES-NAME:SALCZEAZ2;2022-12-20T23:36:36;48.20;NEW SALE;C;1
SALES-NAME:SALEN4F2H;2022-12-20T23:36:36;16.04;NEW SALE;C;1
SALES-NAME:SAL9GVQN6;2022-12-20T23:36:36;65.72;NEW SALE;C;1
SALES-NAME:SALAD2IMJ;2022-12-20T23:36:36;26.41;NEW SALE;C;1
SALES-NAME:SALWTPSEU;2022-12-20T23:36:36;43.44;NEW SALE;C;1
SALES-NAME:SALC5A5YO;2022-12-20T23:36:36;41.56;NEW SALE;C;1
SALES-NAME:SALPZULHF;2022-12-20T23:36:36;14.57;NEW SALE;C;1
SALES-NAME:SAL5J3GQT;2022-12-20T23:36:36;84.48;NEW SALE;C;1
SALES-NAME:SAL8SBX0J;2022-12-20T23:36:36;97.83;NEW SALE;C;1
SALES-NAME:SALXXORW1;2022-12-20T23:36:36;44.37;NEW SALE;C;1
SALES-NAME:SAL6NYZ9G;2022-12-20T23:36:36;14.46;NEW SALE;C;1
SALES-NAME:SALMAV3E9;2022-12-20T23:36:36;62.83;NEW SALE;C;1
SALES-NAME:SALEC9RAX;2022-12-20T23:36:36;20.48;NEW SALE;C;1
SALES-NAME:SAL7SP5BB;2022-12-20T23:36:36;62.91;NEW SALE;C;1
SALES-NAME:SALUV808K;2022-12-20T23:36:36;19.99;NEW SALE;C;1
SALES-NAME:SALCAQ3YO;2022-12-20T23:36:36;40.76;NEW SALE;C;1
SALES-NAME:SAL6J68E4;2022-12-20T23:36:36;78.83;NEW SALE;C;1
SALES-NAME:SALWFA9BT;2022-12-20T23:36:36;40.79;NEW SALE;C;1
SALES-NAME:SALZQ4YT9;2022-12-20T23:36:36;40.68;NEW SALE;C;1
SALES-NAME:SALBTHCIA;2022-12-20T23:36:36;23.57;NEW SALE;C;1
SALES-NAME:SALKZC2L8;2022-12-20T23:36:36;82.46;NEW SALE;C;1
SALES-NAME:SALAZBK4N;2022-12-20T23:36:36;71.46;NEW SALE;C;1
SALES-NAME:SALEUN29B;2022-12-20T23:36:36;31.14;NEW SALE;C;1
SALES-NAME:SALCKREKZ;2022-12-20T23:36:36;63.36;NEW SALE;C;1
SALES-NAME:SALYGFAL5;2022-12-20T23:36:36;9.19;NEW SALE;C;1
SALES-NAME:SALBCD8S6;2022-12-20T23:36:36;60.15;NEW SALE;C;1
SALES-NAME:SALK4A9F0;2022-12-20T23:36:36;99.84;NEW SALE;C;1
SALES-NAME:SALH7O6YE;2022-12-20T23:36:36;61.87;NEW SALE;C;1
SALES-NAME:SALA3PXOT;2022-12-20T23:36:36;30.08;NEW SALE;C;1
SALES-NAME:SALNF02EE;2022-12-20T23:36:36;9.41;NEW SALE;C;1
SALES-NAME:SALWB99DI;2022-12-20T23:36:36;11.52;NEW SALE;C;1
SALES-NAME:SALHM3JKS;2022-12-20T23:36:36;49.94;NEW SALE;C;1
SALES-NAME:SALPLEGC8;2022-12-20T23:36:36;35.82;NEW SALE;C;1
SALES-NAME:SALW2Q4DD;2022-12-20T23:36:36;12.29;NEW SALE;C;1
SALES-NAME:SAL4VDJGQ;2022-12-20T23:36:36;48.64;NEW SALE;C;1
SALES-NAME:SALYPXONP;2022-12-20T23:36:36;43.55;NEW SALE;C;1
SALES-NAME:SALOR9LY1;2022-12-20T23:36:36;81.52;NEW SALE;C;1
SALES-NAME:SALEEOJN4;2022-12-20T23:36:36;56.71;NEW SALE;C;1
SALES-NAME:SALU3YR2V;2022-12-20T23:36:36;52.89;NEW SALE;C;1
SALES-NAME:SALNIQN1C;2022-12-20T23:36:36;58.13;NEW SALE;C;1
SALES-NAME:SALYB4DOE;2022-12-20T23:36:36;90.74;NEW SALE;C;1
SALES-NAME:SALXTEAD8;2022-12-20T23:36:36;95.65;NEW SALE;C;1
SALES-NAME:SAL7KTOF2;2022-12-20T23:36:36;91.85;NEW SALE;C;1
SALES-NAME:SALO8P2G8;2022-12-20T23:36:36;9.38;NEW SALE;C;1
SALES-NAME:SAL6C1MIF;2022-12-20T23:36:36;46.82;NEW SALE;C;1
SALES-NAME:SALUOGNAZ;2022-12-20T23:36:36;18.92;NEW SALE;C;1
SALES-NAME:SALW2AYQZ;2022-12-20T23:36:36;71.96;NEW SALE;C;1
SALES-NAME:SAL8A5ATM;2022-12-20T23:36:36;92.04;NEW SALE;C;1
SALES-NAME:SALLX5Z1F;2022-12-20T23:36:36;44.08;NEW SALE;C;1
SALES-NAME:SALXCW0TK;2022-12-20T23:36:36;88.39;NEW SALE;C;1
SALES-NAME:SALNZIXW3;2022-12-20T23:36:36;60.58;NEW SALE;C;1
SALES-NAME:SAL2XKFIC;2022-12-20T23:36:36;60.30;NEW SALE;C;1
SALES-NAME:SAL3IX110;2022-12-20T23:36:36;31.13;NEW SALE;C;1
SALES-NAME:SALB47GHZ;2022-12-20T23:36:36;43.46;NEW SALE;C;1
SALES-NAME:SALB2S2RP;2022-12-20T23:36:36;9.41;NEW SALE;C;1
SALES-NAME:SALA5EG2B;2022-12-20T23:36:36;83.92;NEW SALE;C;1
SALES-NAME:SAL873DNP;2022-12-20T23:36:36;23.34;NEW SALE;C;1
SALES-NAME:SALW6DJ3M;2022-12-20T23:36:36;98.27;NEW SALE;C;1
SALES-NAME:SAL70O6UW;2022-12-20T23:36:36;52.10;NEW SALE;C;1
SALES-NAME:SAL78PKEO;2022-12-20T23:36:36;20.17;NEW SALE;C;1
SALES-NAME:SALEIBADF;2022-12-20T23:36:36;31.79;NEW SALE;C;1
SALES-NAME:SAL9TOZOL;2022-12-20T23:36:36;28.21;NEW SALE;C;1
SALES-NAME:SAL34NI8A;2022-12-20T23:36:36;72.14;NEW SALE;C;1
SALES-NAME:SAL1IIUKN;2022-12-20T23:36:36;28.05;NEW SALE;C;1
SALES-NAME:SAL2UL6KJ;2022-12-20T23:36:36;67.31;NEW SALE;C;1
SALES-NAME:SAL1UIMIX;2022-12-20T23:36:36;28.43;NEW SALE;C;1
SALES-NAME:SALRL0YVJ;2022-12-20T23:36:36;68.65;NEW SALE;C;1
SALES-NAME:SALU0ZZ6B;2022-12-20T23:36:36;10.10;NEW SALE;C;1
SALES-NAME:SALWBRUFP;2022-12-20T23:36:36;72.03;NEW SALE;C;1
SALES-NAME:SAL4WQSEB;2022-12-20T23:36:36;29.83;NEW SALE;C;1
SALES-NAME:SALMRTGMB;2022-12-20T23:36:36;81.65;NEW SALE;C;1
SALES-NAME:SALRJ37ZD;2022-12-20T23:36:36;79.61;NEW SALE;C;1
SALES-NAME:SALZL7J23;2022-12-20T23:36:36;37.88;NEW SALE;C;1
SALES-NAME:SALW2NJEB;2022-12-20T23:36:36;55.57;NEW SALE;C;1
SALES-NAME:SALJR8UVV;2022-12-20T23:36:36;34.21;NEW SALE;C;1
SALES-NAME:SALM5833J;2022-12-20T23:36:36;50.49;NEW SALE;C;1
SALES-NAME:SALEK035T;2022-12-20T23:36:36;55.57;NEW SALE;C;1
SALES-NAME:SALQPNADQ;2022-12-20T23:36:36;85.59;NEW SALE;C;1
SALES-NAME:SALOBX5M8;2022-12-20T23:36:36;95.62;NEW SALE;C;1
SALES-NAME:SALKEBER9;2022-12-20T23:36:36;50.14;NEW SALE;C;1
SALES-NAME:SALCCWEKX;2022-12-20T23:36:36;16.33;NEW SALE;C;1
SALES-NAME:SALJTN570;2022-12-20T23:36:36;23.91;NEW SALE;C;1
SALES-NAME:SALGH59ED;2022-12-20T23:36:36;22.55;NEW SALE;C;1
SALES-NAME:SAL4KWJBE;2022-12-20T23:36:36;39.95;NEW SALE;C;1
SALES-NAME:SALVU83SB;2022-12-20T23:36:36;76.83;NEW SALE;C;1
SALES-NAME:SAL2PHHWE;2022-12-20T23:36:36;26.09;NEW SALE;C;1
SALES-NAME:SALA6G1F3;2022-12-20T23:36:36;41.55;NEW SALE;C;1
SALES-NAME:SALX6RX24;2022-12-20T23:36:36;5.92;NEW SALE;C;1
SALES-NAME:SALCXL5OO;2022-12-20T23:36:36;23.99;NEW SALE;C;1
SALES-NAME:SALRM5KDP;2022-12-20T23:36:36;55.55;NEW SALE;C;1
SALES-NAME:SAL8V1EG1;2022-12-20T23:36:36;14.61;NEW SALE;C;1
SALES-NAME:SALBN2CA7;2022-12-20T23:36:36;9.11;NEW SALE;C;1
SALES-NAME:SAL3L8SDL;2022-12-20T23:36:36;54.83;NEW SALE;C;1
SALES-NAME:SALMAAALF;2022-12-20T23:36:36;99.18;NEW SALE;C;1
SALES-NAME:SALQNCR9L;2022-12-20T23:36:36;39.96;NEW SALE;C;1
SALES-NAME:SALDS5SFQ;2022-12-20T23:36:36;78.89;NEW SALE;C;1
SALES-NAME:SALU4UT21;2022-12-20T23:36:36;40.99;NEW SALE;C;1
SALES-NAME:SALY34E8E;2022-12-20T23:36:36;93.88;NEW SALE;C;1
SALES-NAME:SALGM1UVC;2022-12-20T23:36:36;30.29;NEW SALE;C;1
SALES-NAME:SALRA7FN4;2022-12-20T23:36:36;37.97;NEW SALE;C;1
SALES-NAME:SALFR3HN6;2022-12-20T23:36:36;82.34;NEW SALE;C;1
SALES-NAME:SALI82JK8;2022-12-20T23:36:36;80.17;NEW SALE;C;1
SALES-NAME:SALGQ0ZDZ;2022-12-20T23:36:36;60.10;NEW SALE;C;1
SALES-NAME:SALLA1SL5;2022-12-20T23:36:36;28.52;NEW SALE;C;1
SALES-NAME:SALV2BOGY;2022-12-20T23:36:36;27.42;NEW SALE;C;1
SALES-NAME:SALF7SGJA;2022-12-20T23:36:36;7.49;NEW SALE;C;1
SALES-NAME:SALCO6S8O;2022-12-20T23:36:36;71.09;NEW SALE;C;1
SALES-NAME:SALP275U2;2022-12-20T23:36:36;70.37;NEW SALE;C;1
SALES-NAME:SALZHYD8C;2022-12-20T23:36:36;93.43;NEW SALE;C;1
SALES-NAME:SALE5NRC5;2022-12-20T23:36:36;99.98;NEW SALE;C;1
SALES-NAME:SAL4DYCAK;2022-12-20T23:36:36;69.03;NEW SALE;C;1
SALES-NAME:SALP8TUYU;2022-12-20T23:36:36;66.29;NEW SALE;C;1
SALES-NAME:SALWT3827;2022-12-20T23:36:36;32.27;NEW SALE;C;1
SALES-NAME:SAL6GFHMO;2022-12-20T23:36:36;13.54;NEW SALE;C;1
SALES-NAME:SAL1ZGCDH;2022-12-20T23:36:36;30.55;NEW SALE;C;1
SALES-NAME:SALJH0S7S;2022-12-20T23:36:36;36.88;NEW SALE;C;1
SALES-NAME:SALCVZU8U;2022-12-20T23:36:36;16.68;NEW SALE;C;1
SALES-NAME:SAL51NKRN;2022-12-20T23:36:36;57.79;NEW SALE;C;1
SALES-NAME:SAL97XSJ8;2022-12-20T23:36:36;41.26;NEW SALE;C;1
SALES-NAME:SALYWKPZE;2022-12-20T23:36:36;65.13;NEW SALE;C;1
SALES-NAME:SALCNVZQF;2022-12-20T23:36:36;43.47;NEW SALE;C;1
SALES-NAME:SALEUT8LQ;2022-12-20T23:36:36;16.21;NEW SALE;C;1
SALES-NAME:SALDYE68T;2022-12-20T23:36:36;34.94;NEW SALE;C;1
SALES-NAME:SAL7T6OA2;2022-12-20T23:36:36;24.73;NEW SALE;C;1
SALES-NAME:SALIXSIM4;2022-12-20T23:36:36;96.11;NEW SALE;C;1
SALES-NAME:SALN43GNF;2022-12-20T23:36:36;89.59;NEW SALE;C;1
SALES-NAME:SAL2OW54W;2022-12-20T23:36:36;78.46;NEW SALE;C;1
SALES-NAME:SALJ43H1K;2022-12-20T23:36:36;55.68;NEW SALE;C;1
SALES-NAME:SALK1VRGN;2022-12-20T23:36:36;8.84;NEW SALE;C;1
SALES-NAME:SALE7IO4T;2022-12-20T23:36:36;91.91;NEW SALE;C;1
SALES-NAME:SALQ7NVY6;2022-12-20T23:36:36;8.61;NEW SALE;C;1
SALES-NAME:SALVBCCTH;2022-12-20T23:36:36;87.42;NEW SALE;C;1
SALES-NAME:SALN73FKC;2022-12-20T23:36:36;20.26;NEW SALE;C;1
SALES-NAME:SALLHPVHI;2022-12-20T23:36:36;70.27;NEW SALE;C;1
SALES-NAME:SALYSM8SK;2022-12-20T23:36:36;14.44;NEW SALE;C;1
SALES-NAME:SALN2G347;2022-12-20T23:36:36;59.89;NEW SALE;C;1
SALES-NAME:SALWTZHNK;2022-12-20T23:36:36;88.16;NEW SALE;C;1
SALES-NAME:SALER14Z5;2022-12-20T23:36:36;26.68;NEW SALE;C;1
SALES-NAME:SALZHQGLF;2022-12-20T23:36:36;30.98;NEW SALE;C;1
SALES-NAME:SAL9AFQJ7;2022-12-20T23:36:36;57.44;NEW SALE;C;1
SALES-NAME:SALZO2A80;2022-12-20T23:36:36;28.38;NEW SALE;C;1
SALES-NAME:SAL29N2OM;2022-12-20T23:36:36;27.42;NEW SALE;C;1
SALES-NAME:SALGTOGKX;2022-12-20T23:36:36;70.84;NEW SALE;C;1
SALES-NAME:SAL79L2RC;2022-12-20T23:36:36;25.38;NEW SALE;C;1
SALES-NAME:SAL9GXS18;2022-12-20T23:36:36;61.83;NEW SALE;C;1
SALES-NAME:SALF6OYXG;2022-12-20T23:36:36;91.04;NEW SALE;C;1
SALES-NAME:SALB08YOC;2022-12-20T23:36:36;11.44;NEW SALE;C;1
SALES-NAME:SALDJS5DI;2022-12-20T23:36:36;51.26;NEW SALE;C;1
SALES-NAME:SALBDQFJP;2022-12-20T23:36:36;49.17;NEW SALE;C;1
SALES-NAME:SALUISO9X;2022-12-20T23:36:36;40.33;NEW SALE;C;1
SALES-NAME:SALN65LKN;2022-12-20T23:36:36;95.80;NEW SALE;C;1
SALES-NAME:SALHIWMWD;2022-12-20T23:36:36;44.98;NEW SALE;C;1
SALES-NAME:SAL6F89ZW;2022-12-20T23:36:36;5.42;NEW SALE;C;1
SALES-NAME:SAL3M1UM1;2022-12-20T23:36:36;33.11;NEW SALE;C;1
SALES-NAME:SALUWUZKF;2022-12-20T23:36:36;74.85;NEW SALE;C;1
SALES-NAME:SAL8UX7QI;2022-12-20T23:36:36;54.34;NEW SALE;C;1
SALES-NAME:SALR9MOFK;2022-12-20T23:36:36;90.85;NEW SALE;C;1
SALES-NAME:SALEKW6RR;2022-12-20T23:36:36;96.31;NEW SALE;C;1
SALES-NAME:SAL671FMQ;2022-12-20T23:36:35;72.12;NEW SALE;C;1
SALES-NAME:SAL90JGAS;2022-12-20T23:36:35;41.54;NEW SALE;C;1
SALES-NAME:SALUCCWQ3;2022-12-20T23:36:35;95.80;NEW SALE;C;1
SALES-NAME:SALV213BR;2022-12-20T23:36:35;13.19;NEW SALE;C;1
SALES-NAME:SALE6WVFS;2022-12-20T23:36:35;43.86;NEW SALE;C;1
SALES-NAME:SALUIDA1W;2022-12-20T23:36:35;22.80;NEW SALE;C;1
SALES-NAME:SALUU0DS3;2022-12-20T23:36:35;69.92;NEW SALE;C;1
SALES-NAME:SAL9PBC0Z;2022-12-20T23:36:35;55.64;NEW SALE;C;1
SALES-NAME:SALH23VWT;2022-12-20T23:36:35;94.13;NEW SALE;C;1
SALES-NAME:SALMXMY30;2022-12-20T23:36:35;50.32;NEW SALE;C;1
SALES-NAME:SAL6IS0GK;2022-12-20T23:36:35;27.43;NEW SALE;C;1
SALES-NAME:SALR7WL8I;2022-12-20T23:36:35;89.54;NEW SALE;C;1
SALES-NAME:SALEQLOTY;2022-12-20T23:36:35;96.54;NEW SALE;C;1
SALES-NAME:SALYJA646;2022-12-20T23:36:35;41.07;NEW SALE;C;1
SALES-NAME:SALKTR27D;2022-12-20T23:36:35;18.20;NEW SALE;C;1
SALES-NAME:SAL44O00X;2022-12-20T23:36:35;60.53;NEW SALE;C;1
SALES-NAME:SAL6EJNV0;2022-12-20T23:36:35;36.32;NEW SALE;C;1
SALES-NAME:SAL526UF9;2022-12-20T23:36:35;54.39;NEW SALE;C;1
SALES-NAME:SAL5Z09ML;2022-12-20T23:36:35;74.13;NEW SALE;C;1
SALES-NAME:SALO1NSZW;2022-12-20T23:36:35;8.23;NEW SALE;C;1
SALES-NAME:SALA3M874;2022-12-20T23:36:35;14.68;NEW SALE;C;1
SALES-NAME:SALENGA4W;2022-12-20T23:36:35;14.53;NEW SALE;C;1
SALES-NAME:SALLT3WJF;2022-12-20T23:36:35;66.26;NEW SALE;C;1
SALES-NAME:SALEEUFMB;2022-12-20T23:36:35;17.16;NEW SALE;C;1
SALES-NAME:SALQG3TEU;2022-12-20T23:36:35;66.09;NEW SALE;C;1
SALES-NAME:SALZSCOEP;2022-12-20T23:36:35;37.62;NEW SALE;C;1
SALES-NAME:SALCM2CB9;2022-12-20T23:36:35;24.86;NEW SALE;C;1
SALES-NAME:SALINFJBZ;2022-12-20T23:36:35;22.19;NEW SALE;C;1
SALES-NAME:SAL5Z0JHW;2022-12-20T23:36:35;81.30;NEW SALE;C;1
SALES-NAME:SALMJBF2A;2022-12-20T23:36:35;5.84;NEW SALE;C;1
SALES-NAME:SALIWW1OP;2022-12-20T23:36:35;8.84;NEW SALE;C;1
SALES-NAME:SALDFADXS;2022-12-20T23:36:35;55.24;NEW SALE;C;1
SALES-NAME:SALA8MDAG;2022-12-20T23:36:35;47.30;NEW SALE;C;1
SALES-NAME:SALG4I2K6;2022-12-20T23:36:35;35.94;NEW SALE;C;1
SALES-NAME:SALKWJNZA;2022-12-20T23:36:35;65.61;NEW SALE;C;1
SALES-NAME:SAL6C7IE3;2022-12-20T23:36:35;45.07;NEW SALE;C;1
SALES-NAME:SALZ25O7P;2022-12-20T23:36:35;82.86;NEW SALE;C;1
SALES-NAME:SALXB754K;2022-12-20T23:36:35;38.25;NEW SALE;C;1
SALES-NAME:SALEFEG6O;2022-12-20T23:36:35;45.42;NEW SALE;C;1
SALES-NAME:SALUR9PNF;2022-12-20T23:36:35;23.31;NEW SALE;C;1
SALES-NAME:SAL3BUWEL;2022-12-20T23:36:35;7.50;NEW SALE;C;1
SALES-NAME:SAL7M05M1;2022-12-20T23:36:35;18.81;NEW SALE;C;1
SALES-NAME:SALFP4WAS;2022-12-20T23:36:35;33.87;NEW SALE;C;1
SALES-NAME:SALGAMBM6;2022-12-20T23:36:35;96.09;NEW SALE;C;1
SALES-NAME:SALONMKZG;2022-12-20T23:36:35;14.64;NEW SALE;C;1
SALES-NAME:SALA8P729;2022-12-20T23:36:35;15.23;NEW SALE;C;1
SALES-NAME:SALIVQOMP;2022-12-20T23:36:35;78.30;NEW SALE;C;1
SALES-NAME:SALAQ1J9J;2022-12-20T23:36:35;31.94;NEW SALE;C;1
SALES-NAME:SALGJG9ZH;2022-12-20T23:36:35;74.85;NEW SALE;C;1
SALES-NAME:SAL1Q66ZO;2022-12-20T23:36:35;54.46;NEW SALE;C;1
SALES-NAME:SALDT39P9;2022-12-20T23:36:35;27.77;NEW SALE;C;1
SALES-NAME:SAL4YI7R7;2022-12-20T23:36:35;58.14;NEW SALE;C;1
SALES-NAME:SALCXM3CH;2022-12-20T23:36:35;9.10;NEW SALE;C;1
SALES-NAME:SAL2R4M96;2022-12-20T23:36:35;92.19;NEW SALE;C;1
SALES-NAME:SALKDJANU;2022-12-20T23:36:35;19.72;NEW SALE;C;1
SALES-NAME:SALIPK836;2022-12-20T23:36:35;26.38;NEW SALE;C;1
SALES-NAME:SAL58GJXY;2022-12-20T23:36:35;80.16;NEW SALE;C;1
SALES-NAME:SAL4Z0P96;2022-12-20T23:36:35;34.64;NEW SALE;C;1
SALES-NAME:SALHWZN5F;2022-12-20T23:36:35;16.99;NEW SALE;C;1
SALES-NAME:SALL9R64B;2022-12-20T23:36:35;48.13;NEW SALE;C;1
SALES-NAME:SALMWXEED;2022-12-20T23:36:35;52.51;NEW SALE;C;1
SALES-NAME:SALA0FHRQ;2022-12-20T23:36:35;89.95;NEW SALE;C;1
SALES-NAME:SAL6L8ZYT;2022-12-20T23:36:35;20.72;NEW SALE;C;1
SALES-NAME:SALESTA0A;2022-12-20T23:36:35;28.75;NEW SALE;C;1
SALES-NAME:SALWYGT6L;2022-12-20T23:36:35;95.60;NEW SALE;C;1
SALES-NAME:SALPHK8JQ;2022-12-20T23:36:35;24.75;NEW SALE;C;1
SALES-NAME:SAL658UUS;2022-12-20T23:36:35;47.18;NEW SALE;C;1
SALES-NAME:SALM54G8N;2022-12-20T23:36:35;81.30;NEW SALE;C;1
SALES-NAME:SALA28EWO;2022-12-20T23:36:35;13.62;NEW SALE;C;1
SALES-NAME:SALUS59PW;2022-12-20T23:36:35;78.05;NEW SALE;C;1
SALES-NAME:SALVV66WX;2022-12-20T23:36:35;52.70;NEW SALE;C;1
SALES-NAME:SALNUOHKH;2022-12-20T23:36:35;97.58;NEW SALE;C;1
